,집현동,부강면,예산군,동구,서천군,부여군,서구,조치원읍,홍성군,보령시,유성구,서산시,세종동,금산군,태안군,논산시,대덕구,11,나성동,공주시,새롬동,보람동,소담동,중구,계룡시,연동면,누리동,어진동,금남면,아산시,종촌동,도로환경,도담동,반곡동,출근,한솔동,연서면,고운동,아침,다정동,중분류_차량대수,2,장군면,가람동,아름동,대평동,12,1,중분류_주점개수,3,6,산울동,5,4,10,새벽,9,8,7,퇴근,밤,Thursday,Monday,중분류_인구수,Wednesday,Tuesday,Sunday,저녁,낮,Friday,전동면,Saturday,해밀동,합강동,휴일,전의면
40,3.3628244400024414,2.951961040496826,2.8963615894317627,2.886385679244995,2.627464532852173,2.6259286403656006,2.6137285232543945,2.5591440200805664,2.556964635848999,2.5363645553588867,2.438753128051758,2.4366021156311035,2.4198496341705322,2.418949842453003,2.416553497314453,2.4161810874938965,2.398364543914795,2.3650317192077637,2.33061146736145,2.2932114601135254,2.289201259613037,2.2705447673797607,2.2701196670532227,2.263137102127075,2.2519333362579346,2.2237436771392822,2.2042126655578613,2.18066668510437,2.179206132888794,2.1220810413360596,2.1154532432556152,2.107299327850342,2.095285415649414,2.090485095977783,2.0883278846740723,2.082042932510376,2.080683469772339,2.060026168823242,2.055217742919922,2.047361373901367,2.002795934677124,1.9810439348220825,1.9804024696350098,1.9730535745620728,1.9693067073822021,1.9644689559936523,1.9500519037246704,1.9398739337921143,1.927600383758545,1.8813343048095703,1.8741633892059326,1.8738726377487183,1.867638111114502,1.8658469915390015,1.8624972105026245,1.8617957830429077,1.8506171703338623,1.8319543600082397,1.8206902742385864,1.7343500852584839,1.655785083770752,1.6546446084976196,1.652893304824829,1.6523308753967285,1.6477069854736328,1.623523235321045,1.6232450008392334,1.6189897060394287,1.6082159280776978,1.5818666219711304,1.5784218311309814,1.539003849029541,1.5148497819900513,1.464594841003418,1.4488115310668945,1.0771405696868896
41,3.3628244400024414,2.951961040496826,2.8963615894317627,2.886385679244995,2.627464532852173,2.6259286403656006,2.6137285232543945,2.5591440200805664,2.556964635848999,2.5363645553588867,2.438753128051758,2.4366021156311035,2.4198496341705322,2.418949842453003,2.416553497314453,2.4161810874938965,2.398364543914795,2.3650317192077637,2.33061146736145,2.2932114601135254,2.289201259613037,2.2705447673797607,2.2701196670532227,2.263137102127075,2.2519333362579346,2.2237436771392822,2.2042126655578613,2.18066668510437,2.179206132888794,2.1220810413360596,2.1154532432556152,2.107299327850342,2.095285415649414,2.090485095977783,2.0883278846740723,2.082042932510376,2.080683469772339,2.060026168823242,2.055217742919922,2.047361373901367,2.002795934677124,1.9810439348220825,1.9804024696350098,1.9730535745620728,1.9693067073822021,1.9644689559936523,1.9500519037246704,1.9398739337921143,1.927600383758545,1.8813343048095703,1.8741633892059326,1.8738726377487183,1.867638111114502,1.8658469915390015,1.8624972105026245,1.8617957830429077,1.8506171703338623,1.8319543600082397,1.8206902742385864,1.7343500852584839,1.655785083770752,1.6546446084976196,1.652893304824829,1.6523308753967285,1.6477069854736328,1.623523235321045,1.6232450008392334,1.6189897060394287,1.6082159280776978,1.5818666219711304,1.5784218311309814,1.539003849029541,1.5148497819900513,1.464594841003418,1.4488115310668945,1.0771405696868896
42,3.3628244400024414,2.951961040496826,2.8963615894317627,2.886385679244995,2.627464532852173,2.6259286403656006,2.6137285232543945,2.5591440200805664,2.556964635848999,2.5363645553588867,2.438753128051758,2.4366021156311035,2.4198496341705322,2.418949842453003,2.416553497314453,2.4161810874938965,2.398364543914795,2.3650317192077637,2.33061146736145,2.2932114601135254,2.289201259613037,2.2705447673797607,2.2701196670532227,2.263137102127075,2.2519333362579346,2.2237436771392822,2.2042126655578613,2.18066668510437,2.179206132888794,2.1220810413360596,2.1154532432556152,2.107299327850342,2.095285415649414,2.090485095977783,2.0883278846740723,2.082042932510376,2.080683469772339,2.060026168823242,2.055217742919922,2.047361373901367,2.002795934677124,1.9810439348220825,1.9804024696350098,1.9730535745620728,1.9693067073822021,1.9644689559936523,1.9500519037246704,1.9398739337921143,1.927600383758545,1.8813343048095703,1.8741633892059326,1.8738726377487183,1.867638111114502,1.8658469915390015,1.8624972105026245,1.8617957830429077,1.8506171703338623,1.8319543600082397,1.8206902742385864,1.7343500852584839,1.655785083770752,1.6546446084976196,1.652893304824829,1.6523308753967285,1.6477069854736328,1.623523235321045,1.6232450008392334,1.6189897060394287,1.6082159280776978,1.5818666219711304,1.5784218311309814,1.539003849029541,1.5148497819900513,1.464594841003418,1.4488115310668945,1.0771405696868896
43,3.3628244400024414,2.951961040496826,2.8963615894317627,2.886385679244995,2.627464532852173,2.6259286403656006,2.6137285232543945,2.5591440200805664,2.556964635848999,2.5363645553588867,2.438753128051758,2.4366021156311035,2.4198496341705322,2.418949842453003,2.416553497314453,2.4161810874938965,2.398364543914795,2.3650317192077637,2.33061146736145,2.2932114601135254,2.289201259613037,2.2705447673797607,2.2701196670532227,2.263137102127075,2.2519333362579346,2.2237436771392822,2.2042126655578613,2.18066668510437,2.179206132888794,2.1220810413360596,2.1154532432556152,2.107299327850342,2.095285415649414,2.090485095977783,2.0883278846740723,2.082042932510376,2.080683469772339,2.060026168823242,2.055217742919922,2.047361373901367,2.002795934677124,1.9810439348220825,1.9804024696350098,1.9730535745620728,1.9693067073822021,1.9644689559936523,1.9500519037246704,1.9398739337921143,1.927600383758545,1.8813343048095703,1.8741633892059326,1.8738726377487183,1.867638111114502,1.8658469915390015,1.8624972105026245,1.8617957830429077,1.8506171703338623,1.8319543600082397,1.8206902742385864,1.7343500852584839,1.655785083770752,1.6546446084976196,1.652893304824829,1.6523308753967285,1.6477069854736328,1.623523235321045,1.6232450008392334,1.6189897060394287,1.6082159280776978,1.5818666219711304,1.5784218311309814,1.539003849029541,1.5148497819900513,1.464594841003418,1.4488115310668945,1.0771405696868896
44,3.3628244400024414,2.951961040496826,2.8963615894317627,2.886385679244995,2.627464532852173,2.6259286403656006,2.6137285232543945,2.5591440200805664,2.556964635848999,2.5363645553588867,2.438753128051758,2.4366021156311035,2.4198496341705322,2.418949842453003,2.416553497314453,2.4161810874938965,2.398364543914795,2.3650317192077637,2.33061146736145,2.2932114601135254,2.289201259613037,2.2705447673797607,2.2701196670532227,2.263137102127075,2.2519333362579346,2.2237436771392822,2.2042126655578613,2.18066668510437,2.179206132888794,2.1220810413360596,2.1154532432556152,2.107299327850342,2.095285415649414,2.090485095977783,2.0883278846740723,2.082042932510376,2.080683469772339,2.060026168823242,2.055217742919922,2.047361373901367,2.002795934677124,1.9810439348220825,1.9804024696350098,1.9730535745620728,1.9693067073822021,1.9644689559936523,1.9500519037246704,1.9398739337921143,1.927600383758545,1.8813343048095703,1.8741633892059326,1.8738726377487183,1.867638111114502,1.8658469915390015,1.8624972105026245,1.8617957830429077,1.8506171703338623,1.8319543600082397,1.8206902742385864,1.7343500852584839,1.655785083770752,1.6546446084976196,1.652893304824829,1.6523308753967285,1.6477069854736328,1.623523235321045,1.6232450008392334,1.6189897060394287,1.6082159280776978,1.5818666219711304,1.5784218311309814,1.539003849029541,1.5148497819900513,1.464594841003418,1.4488115310668945,1.0771405696868896
45,3.3628244400024414,2.951961040496826,2.8963615894317627,2.886385679244995,2.627464532852173,2.6259286403656006,2.6137285232543945,2.5591440200805664,2.556964635848999,2.5363645553588867,2.438753128051758,2.4366021156311035,2.4198496341705322,2.418949842453003,2.416553497314453,2.4161810874938965,2.398364543914795,2.3650317192077637,2.33061146736145,2.2932114601135254,2.289201259613037,2.2705447673797607,2.2701196670532227,2.263137102127075,2.2519333362579346,2.2237436771392822,2.2042126655578613,2.18066668510437,2.179206132888794,2.1220810413360596,2.1154532432556152,2.107299327850342,2.095285415649414,2.090485095977783,2.0883278846740723,2.082042932510376,2.080683469772339,2.060026168823242,2.055217742919922,2.047361373901367,2.002795934677124,1.9810439348220825,1.9804024696350098,1.9730535745620728,1.9693067073822021,1.9644689559936523,1.9500519037246704,1.9398739337921143,1.927600383758545,1.8813343048095703,1.8741633892059326,1.8738726377487183,1.867638111114502,1.8658469915390015,1.8624972105026245,1.8617957830429077,1.8506171703338623,1.8319543600082397,1.8206902742385864,1.7343500852584839,1.655785083770752,1.6546446084976196,1.652893304824829,1.6523308753967285,1.6477069854736328,1.623523235321045,1.6232450008392334,1.6189897060394287,1.6082159280776978,1.5818666219711304,1.5784218311309814,1.539003849029541,1.5148497819900513,1.464594841003418,1.4488115310668945,1.0771405696868896
46,3.3628244400024414,2.951961040496826,2.8963615894317627,2.886385679244995,2.627464532852173,2.6259286403656006,2.6137285232543945,2.5591440200805664,2.556964635848999,2.5363645553588867,2.438753128051758,2.4366021156311035,2.4198496341705322,2.418949842453003,2.416553497314453,2.4161810874938965,2.398364543914795,2.3650317192077637,2.33061146736145,2.2932114601135254,2.289201259613037,2.2705447673797607,2.2701196670532227,2.263137102127075,2.2519333362579346,2.2237436771392822,2.2042126655578613,2.18066668510437,2.179206132888794,2.1220810413360596,2.1154532432556152,2.107299327850342,2.095285415649414,2.090485095977783,2.0883278846740723,2.082042932510376,2.080683469772339,2.060026168823242,2.055217742919922,2.047361373901367,2.002795934677124,1.9810439348220825,1.9804024696350098,1.9730535745620728,1.9693067073822021,1.9644689559936523,1.9500519037246704,1.9398739337921143,1.927600383758545,1.8813343048095703,1.8741633892059326,1.8738726377487183,1.867638111114502,1.8658469915390015,1.8624972105026245,1.8617957830429077,1.8506171703338623,1.8319543600082397,1.8206902742385864,1.7343500852584839,1.655785083770752,1.6546446084976196,1.652893304824829,1.6523308753967285,1.6477069854736328,1.623523235321045,1.6232450008392334,1.6189897060394287,1.6082159280776978,1.5818666219711304,1.5784218311309814,1.539003849029541,1.5148497819900513,1.464594841003418,1.4488115310668945,1.0771405696868896
47,3.3628244400024414,2.951961040496826,2.8963615894317627,2.886385679244995,2.627464532852173,2.6259286403656006,2.6137285232543945,2.5591440200805664,2.556964635848999,2.5363645553588867,2.438753128051758,2.4366021156311035,2.4198496341705322,2.418949842453003,2.416553497314453,2.4161810874938965,2.398364543914795,2.3650317192077637,2.33061146736145,2.2932114601135254,2.289201259613037,2.2705447673797607,2.2701196670532227,2.263137102127075,2.2519333362579346,2.2237436771392822,2.2042126655578613,2.18066668510437,2.179206132888794,2.1220810413360596,2.1154532432556152,2.107299327850342,2.095285415649414,2.090485095977783,2.0883278846740723,2.082042932510376,2.080683469772339,2.060026168823242,2.055217742919922,2.047361373901367,2.002795934677124,1.9810439348220825,1.9804024696350098,1.9730535745620728,1.9693067073822021,1.9644689559936523,1.9500519037246704,1.9398739337921143,1.927600383758545,1.8813343048095703,1.8741633892059326,1.8738726377487183,1.867638111114502,1.8658469915390015,1.8624972105026245,1.8617957830429077,1.8506171703338623,1.8319543600082397,1.8206902742385864,1.7343500852584839,1.655785083770752,1.6546446084976196,1.652893304824829,1.6523308753967285,1.6477069854736328,1.623523235321045,1.6232450008392334,1.6189897060394287,1.6082159280776978,1.5818666219711304,1.5784218311309814,1.539003849029541,1.5148497819900513,1.464594841003418,1.4488115310668945,1.0771405696868896
48,3.3628244400024414,2.951961040496826,2.8963615894317627,2.886385679244995,2.627464532852173,2.6259286403656006,2.6137285232543945,2.5591440200805664,2.556964635848999,2.5363645553588867,2.438753128051758,2.4366021156311035,2.4198496341705322,2.418949842453003,2.416553497314453,2.4161810874938965,2.398364543914795,2.3650317192077637,2.33061146736145,2.2932114601135254,2.289201259613037,2.2705447673797607,2.2701196670532227,2.263137102127075,2.2519333362579346,2.2237436771392822,2.2042126655578613,2.18066668510437,2.179206132888794,2.1220810413360596,2.1154532432556152,2.107299327850342,2.095285415649414,2.090485095977783,2.0883278846740723,2.082042932510376,2.080683469772339,2.060026168823242,2.055217742919922,2.047361373901367,2.002795934677124,1.9810439348220825,1.9804024696350098,1.9730535745620728,1.9693067073822021,1.9644689559936523,1.9500519037246704,1.9398739337921143,1.927600383758545,1.8813343048095703,1.8741633892059326,1.8738726377487183,1.867638111114502,1.8658469915390015,1.8624972105026245,1.8617957830429077,1.8506171703338623,1.8319543600082397,1.8206902742385864,1.7343500852584839,1.655785083770752,1.6546446084976196,1.652893304824829,1.6523308753967285,1.6477069854736328,1.623523235321045,1.6232450008392334,1.6189897060394287,1.6082159280776978,1.5818666219711304,1.5784218311309814,1.539003849029541,1.5148497819900513,1.464594841003418,1.4488115310668945,1.0771405696868896
49,3.3628244400024414,2.951961040496826,2.8963615894317627,2.886385679244995,2.627464532852173,2.6259286403656006,2.6137285232543945,2.5591440200805664,2.556964635848999,2.5363645553588867,2.438753128051758,2.4366021156311035,2.4198496341705322,2.418949842453003,2.416553497314453,2.4161810874938965,2.398364543914795,2.3650317192077637,2.33061146736145,2.2932114601135254,2.289201259613037,2.2705447673797607,2.2701196670532227,2.263137102127075,2.2519333362579346,2.2237436771392822,2.2042126655578613,2.18066668510437,2.179206132888794,2.1220810413360596,2.1154532432556152,2.107299327850342,2.095285415649414,2.090485095977783,2.0883278846740723,2.082042932510376,2.080683469772339,2.060026168823242,2.055217742919922,2.047361373901367,2.002795934677124,1.9810439348220825,1.9804024696350098,1.9730535745620728,1.9693067073822021,1.9644689559936523,1.9500519037246704,1.9398739337921143,1.927600383758545,1.8813343048095703,1.8741633892059326,1.8738726377487183,1.867638111114502,1.8658469915390015,1.8624972105026245,1.8617957830429077,1.8506171703338623,1.8319543600082397,1.8206902742385864,1.7343500852584839,1.655785083770752,1.6546446084976196,1.652893304824829,1.6523308753967285,1.6477069854736328,1.623523235321045,1.6232450008392334,1.6189897060394287,1.6082159280776978,1.5818666219711304,1.5784218311309814,1.539003849029541,1.5148497819900513,1.464594841003418,1.4488115310668945,1.0771405696868896
50,3.3628244400024414,2.951961040496826,2.8963615894317627,2.886385679244995,2.627464532852173,2.6259286403656006,2.6137285232543945,2.5591440200805664,2.556964635848999,2.5363645553588867,2.438753128051758,2.4366021156311035,2.4198496341705322,2.418949842453003,2.416553497314453,2.4161810874938965,2.398364543914795,2.3650317192077637,2.33061146736145,2.2932114601135254,2.289201259613037,2.2705447673797607,2.2701196670532227,2.263137102127075,2.2519333362579346,2.2237436771392822,2.2042126655578613,2.18066668510437,2.179206132888794,2.1220810413360596,2.1154532432556152,2.107299327850342,2.095285415649414,2.090485095977783,2.0883278846740723,2.082042932510376,2.080683469772339,2.060026168823242,2.055217742919922,2.047361373901367,2.002795934677124,1.9810439348220825,1.9804024696350098,1.9730535745620728,1.9693067073822021,1.9644689559936523,1.9500519037246704,1.9398739337921143,1.927600383758545,1.8813343048095703,1.8741633892059326,1.8738726377487183,1.867638111114502,1.8658469915390015,1.8624972105026245,1.8617957830429077,1.8506171703338623,1.8319543600082397,1.8206902742385864,1.7343500852584839,1.655785083770752,1.6546446084976196,1.652893304824829,1.6523308753967285,1.6477069854736328,1.623523235321045,1.6232450008392334,1.6189897060394287,1.6082159280776978,1.5818666219711304,1.5784218311309814,1.539003849029541,1.5148497819900513,1.464594841003418,1.4488115310668945,1.0771405696868896
51,3.3628244400024414,2.951961040496826,2.8963615894317627,2.886385679244995,2.627464532852173,2.6259286403656006,2.6137285232543945,2.5591440200805664,2.556964635848999,2.5363645553588867,2.438753128051758,2.4366021156311035,2.4198496341705322,2.418949842453003,2.416553497314453,2.4161810874938965,2.398364543914795,2.3650317192077637,2.33061146736145,2.2932114601135254,2.289201259613037,2.2705447673797607,2.2701196670532227,2.263137102127075,2.2519333362579346,2.2237436771392822,2.2042126655578613,2.18066668510437,2.179206132888794,2.1220810413360596,2.1154532432556152,2.107299327850342,2.095285415649414,2.090485095977783,2.0883278846740723,2.082042932510376,2.080683469772339,2.060026168823242,2.055217742919922,2.047361373901367,2.002795934677124,1.9810439348220825,1.9804024696350098,1.9730535745620728,1.9693067073822021,1.9644689559936523,1.9500519037246704,1.9398739337921143,1.927600383758545,1.8813343048095703,1.8741633892059326,1.8738726377487183,1.867638111114502,1.8658469915390015,1.8624972105026245,1.8617957830429077,1.8506171703338623,1.8319543600082397,1.8206902742385864,1.7343500852584839,1.655785083770752,1.6546446084976196,1.652893304824829,1.6523308753967285,1.6477069854736328,1.623523235321045,1.6232450008392334,1.6189897060394287,1.6082159280776978,1.5818666219711304,1.5784218311309814,1.539003849029541,1.5148497819900513,1.464594841003418,1.4488115310668945,1.0771405696868896
52,3.3628244400024414,2.951961040496826,2.8963615894317627,2.886385679244995,2.627464532852173,2.6259286403656006,2.6137285232543945,2.5591440200805664,2.556964635848999,2.5363645553588867,2.438753128051758,2.4366021156311035,2.4198496341705322,2.418949842453003,2.416553497314453,2.4161810874938965,2.398364543914795,2.3650317192077637,2.33061146736145,2.2932114601135254,2.289201259613037,2.2705447673797607,2.2701196670532227,2.263137102127075,2.2519333362579346,2.2237436771392822,2.2042126655578613,2.18066668510437,2.179206132888794,2.1220810413360596,2.1154532432556152,2.107299327850342,2.095285415649414,2.090485095977783,2.0883278846740723,2.082042932510376,2.080683469772339,2.060026168823242,2.055217742919922,2.047361373901367,2.002795934677124,1.9810439348220825,1.9804024696350098,1.9730535745620728,1.9693067073822021,1.9644689559936523,1.9500519037246704,1.9398739337921143,1.927600383758545,1.8813343048095703,1.8741633892059326,1.8738726377487183,1.867638111114502,1.8658469915390015,1.8624972105026245,1.8617957830429077,1.8506171703338623,1.8319543600082397,1.8206902742385864,1.7343500852584839,1.655785083770752,1.6546446084976196,1.652893304824829,1.6523308753967285,1.6477069854736328,1.623523235321045,1.6232450008392334,1.6189897060394287,1.6082159280776978,1.5818666219711304,1.5784218311309814,1.539003849029541,1.5148497819900513,1.464594841003418,1.4488115310668945,1.0771405696868896
53,3.3628244400024414,2.951961040496826,2.8963615894317627,2.886385679244995,2.627464532852173,2.6259286403656006,2.6137285232543945,2.5591440200805664,2.556964635848999,2.5363645553588867,2.438753128051758,2.4366021156311035,2.4198496341705322,2.418949842453003,2.416553497314453,2.4161810874938965,2.398364543914795,2.3650317192077637,2.33061146736145,2.2932114601135254,2.289201259613037,2.2705447673797607,2.2701196670532227,2.263137102127075,2.2519333362579346,2.2237436771392822,2.2042126655578613,2.18066668510437,2.179206132888794,2.1220810413360596,2.1154532432556152,2.107299327850342,2.095285415649414,2.090485095977783,2.0883278846740723,2.082042932510376,2.080683469772339,2.060026168823242,2.055217742919922,2.047361373901367,2.002795934677124,1.9810439348220825,1.9804024696350098,1.9730535745620728,1.9693067073822021,1.9644689559936523,1.9500519037246704,1.9398739337921143,1.927600383758545,1.8813343048095703,1.8741633892059326,1.8738726377487183,1.867638111114502,1.8658469915390015,1.8624972105026245,1.8617957830429077,1.8506171703338623,1.8319543600082397,1.8206902742385864,1.7343500852584839,1.655785083770752,1.6546446084976196,1.652893304824829,1.6523308753967285,1.6477069854736328,1.623523235321045,1.6232450008392334,1.6189897060394287,1.6082159280776978,1.5818666219711304,1.5784218311309814,1.539003849029541,1.5148497819900513,1.464594841003418,1.4488115310668945,1.0771405696868896
54,3.3628244400024414,2.951961040496826,2.8963615894317627,2.886385679244995,2.627464532852173,2.6259286403656006,2.6137285232543945,2.5591440200805664,2.556964635848999,2.5363645553588867,2.438753128051758,2.4366021156311035,2.4198496341705322,2.418949842453003,2.416553497314453,2.4161810874938965,2.398364543914795,2.3650317192077637,2.33061146736145,2.2932114601135254,2.289201259613037,2.2705447673797607,2.2701196670532227,2.263137102127075,2.2519333362579346,2.2237436771392822,2.2042126655578613,2.18066668510437,2.179206132888794,2.1220810413360596,2.1154532432556152,2.107299327850342,2.095285415649414,2.090485095977783,2.0883278846740723,2.082042932510376,2.080683469772339,2.060026168823242,2.055217742919922,2.047361373901367,2.002795934677124,1.9810439348220825,1.9804024696350098,1.9730535745620728,1.9693067073822021,1.9644689559936523,1.9500519037246704,1.9398739337921143,1.927600383758545,1.8813343048095703,1.8741633892059326,1.8738726377487183,1.867638111114502,1.8658469915390015,1.8624972105026245,1.8617957830429077,1.8506171703338623,1.8319543600082397,1.8206902742385864,1.7343500852584839,1.655785083770752,1.6546446084976196,1.652893304824829,1.6523308753967285,1.6477069854736328,1.623523235321045,1.6232450008392334,1.6189897060394287,1.6082159280776978,1.5818666219711304,1.5784218311309814,1.539003849029541,1.5148497819900513,1.464594841003418,1.4488115310668945,1.0771405696868896
55,3.3628244400024414,2.951961040496826,2.8963615894317627,2.886385679244995,2.627464532852173,2.6259286403656006,2.6137285232543945,2.5591440200805664,2.556964635848999,2.5363645553588867,2.438753128051758,2.4366021156311035,2.4198496341705322,2.418949842453003,2.416553497314453,2.4161810874938965,2.398364543914795,2.3650317192077637,2.33061146736145,2.2932114601135254,2.289201259613037,2.2705447673797607,2.2701196670532227,2.263137102127075,2.2519333362579346,2.2237436771392822,2.2042126655578613,2.18066668510437,2.179206132888794,2.1220810413360596,2.1154532432556152,2.107299327850342,2.095285415649414,2.090485095977783,2.0883278846740723,2.082042932510376,2.080683469772339,2.060026168823242,2.055217742919922,2.047361373901367,2.002795934677124,1.9810439348220825,1.9804024696350098,1.9730535745620728,1.9693067073822021,1.9644689559936523,1.9500519037246704,1.9398739337921143,1.927600383758545,1.8813343048095703,1.8741633892059326,1.8738726377487183,1.867638111114502,1.8658469915390015,1.8624972105026245,1.8617957830429077,1.8506171703338623,1.8319543600082397,1.8206902742385864,1.7343500852584839,1.655785083770752,1.6546446084976196,1.652893304824829,1.6523308753967285,1.6477069854736328,1.623523235321045,1.6232450008392334,1.6189897060394287,1.6082159280776978,1.5818666219711304,1.5784218311309814,1.539003849029541,1.5148497819900513,1.464594841003418,1.4488115310668945,1.0771405696868896
56,3.3628244400024414,2.951961040496826,2.8963615894317627,2.886385679244995,2.627464532852173,2.6259286403656006,2.6137285232543945,2.5591440200805664,2.556964635848999,2.5363645553588867,2.438753128051758,2.4366021156311035,2.4198496341705322,2.418949842453003,2.416553497314453,2.4161810874938965,2.398364543914795,2.3650317192077637,2.33061146736145,2.2932114601135254,2.289201259613037,2.2705447673797607,2.2701196670532227,2.263137102127075,2.2519333362579346,2.2237436771392822,2.2042126655578613,2.18066668510437,2.179206132888794,2.1220810413360596,2.1154532432556152,2.107299327850342,2.095285415649414,2.090485095977783,2.0883278846740723,2.082042932510376,2.080683469772339,2.060026168823242,2.055217742919922,2.047361373901367,2.002795934677124,1.9810439348220825,1.9804024696350098,1.9730535745620728,1.9693067073822021,1.9644689559936523,1.9500519037246704,1.9398739337921143,1.927600383758545,1.8813343048095703,1.8741633892059326,1.8738726377487183,1.867638111114502,1.8658469915390015,1.8624972105026245,1.8617957830429077,1.8506171703338623,1.8319543600082397,1.8206902742385864,1.7343500852584839,1.655785083770752,1.6546446084976196,1.652893304824829,1.6523308753967285,1.6477069854736328,1.623523235321045,1.6232450008392334,1.6189897060394287,1.6082159280776978,1.5818666219711304,1.5784218311309814,1.539003849029541,1.5148497819900513,1.464594841003418,1.4488115310668945,1.0771405696868896
57,3.3628244400024414,2.951961040496826,2.8963615894317627,2.886385679244995,2.627464532852173,2.6259286403656006,2.6137285232543945,2.5591440200805664,2.556964635848999,2.5363645553588867,2.438753128051758,2.4366021156311035,2.4198496341705322,2.418949842453003,2.416553497314453,2.4161810874938965,2.398364543914795,2.3650317192077637,2.33061146736145,2.2932114601135254,2.289201259613037,2.2705447673797607,2.2701196670532227,2.263137102127075,2.2519333362579346,2.2237436771392822,2.2042126655578613,2.18066668510437,2.179206132888794,2.1220810413360596,2.1154532432556152,2.107299327850342,2.095285415649414,2.090485095977783,2.0883278846740723,2.082042932510376,2.080683469772339,2.060026168823242,2.055217742919922,2.047361373901367,2.002795934677124,1.9810439348220825,1.9804024696350098,1.9730535745620728,1.9693067073822021,1.9644689559936523,1.9500519037246704,1.9398739337921143,1.927600383758545,1.8813343048095703,1.8741633892059326,1.8738726377487183,1.867638111114502,1.8658469915390015,1.8624972105026245,1.8617957830429077,1.8506171703338623,1.8319543600082397,1.8206902742385864,1.7343500852584839,1.655785083770752,1.6546446084976196,1.652893304824829,1.6523308753967285,1.6477069854736328,1.623523235321045,1.6232450008392334,1.6189897060394287,1.6082159280776978,1.5818666219711304,1.5784218311309814,1.539003849029541,1.5148497819900513,1.464594841003418,1.4488115310668945,1.0771405696868896
58,3.3628244400024414,2.951961040496826,2.8963615894317627,2.886385679244995,2.627464532852173,2.6259286403656006,2.6137285232543945,2.5591440200805664,2.556964635848999,2.5363645553588867,2.438753128051758,2.4366021156311035,2.4198496341705322,2.418949842453003,2.416553497314453,2.4161810874938965,2.398364543914795,2.3650317192077637,2.33061146736145,2.2932114601135254,2.289201259613037,2.2705447673797607,2.2701196670532227,2.263137102127075,2.2519333362579346,2.2237436771392822,2.2042126655578613,2.18066668510437,2.179206132888794,2.1220810413360596,2.1154532432556152,2.107299327850342,2.095285415649414,2.090485095977783,2.0883278846740723,2.082042932510376,2.080683469772339,2.060026168823242,2.055217742919922,2.047361373901367,2.002795934677124,1.9810439348220825,1.9804024696350098,1.9730535745620728,1.9693067073822021,1.9644689559936523,1.9500519037246704,1.9398739337921143,1.927600383758545,1.8813343048095703,1.8741633892059326,1.8738726377487183,1.867638111114502,1.8658469915390015,1.8624972105026245,1.8617957830429077,1.8506171703338623,1.8319543600082397,1.8206902742385864,1.7343500852584839,1.655785083770752,1.6546446084976196,1.652893304824829,1.6523308753967285,1.6477069854736328,1.623523235321045,1.6232450008392334,1.6189897060394287,1.6082159280776978,1.5818666219711304,1.5784218311309814,1.539003849029541,1.5148497819900513,1.464594841003418,1.4488115310668945,1.0771405696868896
59,3.3628244400024414,2.951961040496826,2.8963615894317627,2.886385679244995,2.627464532852173,2.6259286403656006,2.6137285232543945,2.5591440200805664,2.556964635848999,2.5363645553588867,2.438753128051758,2.4366021156311035,2.4198496341705322,2.418949842453003,2.416553497314453,2.4161810874938965,2.398364543914795,2.3650317192077637,2.33061146736145,2.2932114601135254,2.289201259613037,2.2705447673797607,2.2701196670532227,2.263137102127075,2.2519333362579346,2.2237436771392822,2.2042126655578613,2.18066668510437,2.179206132888794,2.1220810413360596,2.1154532432556152,2.107299327850342,2.095285415649414,2.090485095977783,2.0883278846740723,2.082042932510376,2.080683469772339,2.060026168823242,2.055217742919922,2.047361373901367,2.002795934677124,1.9810439348220825,1.9804024696350098,1.9730535745620728,1.9693067073822021,1.9644689559936523,1.9500519037246704,1.9398739337921143,1.927600383758545,1.8813343048095703,1.8741633892059326,1.8738726377487183,1.867638111114502,1.8658469915390015,1.8624972105026245,1.8617957830429077,1.8506171703338623,1.8319543600082397,1.8206902742385864,1.7343500852584839,1.655785083770752,1.6546446084976196,1.652893304824829,1.6523308753967285,1.6477069854736328,1.623523235321045,1.6232450008392334,1.6189897060394287,1.6082159280776978,1.5818666219711304,1.5784218311309814,1.539003849029541,1.5148497819900513,1.464594841003418,1.4488115310668945,1.0771405696868896
